material_description|purchase_requisition_number|line_type|commodity_code|cost_center|purchase_order_number|currency|vendor_number|purchasing_organization_description|supplier_name_l1|item_number_of_purchase_requisition|requisition_date|supplier_part_number
ZP67KCE-TFD-XXX	Tested compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|24|02 Aug 2022|Not Set
ZP76KCE-TFD-XXX	Production compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|10|02 Aug 2022|Not Set
ZP76KCE-TFD-XXX	Tested compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|25|02 Aug 2022|Not Set
ZP83KCE-TFD-XXX	Production compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|11|02 Aug 2022|Not Set
ZP83KCE-TFD-XXX	Tested compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|26|02 Aug 2022|Not Set
ZP91KCE-TFD-XXX	Production compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|12|02 Aug 2022|Not Set
ZP91KCE-TFD-XXX	Tested compressor|PR181334-V2|Non-Catalog Item|Not Set|RCS CMU PKG R&D ENG|Unclassified|USD|40001563|Carrier Corporation|EMERSON CLIMATE TECHNOLOGIES INC|27|02 Aug 2022|Not Set
Off shore Engineer - Task 1|PR236904|Non-Catalog Item|Not Set|RC Vendor Spend|Unclassified|USD|40002070|Carrier Corporation|L AND T TECHNOLOGY SERVICES LIMITED|1|02 Aug 2022|Not Set
LAD;Invoice# 5629;July Storage;Additional 35,000 sq ft;Warehouse 4 Storage;Items In;Items Out;Bill of Ladings Fee;Excess Liability #11;#4 Additional Insurance;Outside additional Insurance;Outside Storage;7/12 After Hours #227151|PR236875|Non-Catalog Item|Not Set|Athens Warehouse|Unclassified|USD|40002079|Carrier Corporation|LAD LOGISTICS INC|1|02 Aug 2022|Not Set
.NET Engineer|PR236968|Non-Catalog Item|Not Set|INFORMATION TECHNOLOGIES|Unclassified|USD|40002087|Carrier Corporation|LARSEN AND TOUBRO INFOTECH LIMITED EDISON SQUARE WEST|1|02 Aug 2022|Not Set
Truck Sub Pallets|PR236959|Non-Catalog Item|Not Set|Truck Assembly - Athens|Unclassified|USD|40002223|Carrier Corporation|METALMARKETS LTD DBA METAL SUPERMARKETS ATLANTA|1|02 Aug 2022|Not Set
Partsnet CLP Pricing|PR236930|Non-Catalog Item|Not Set|MIS Hardware/Technology|Unclassified|USD|40002576|Carrier Corporation|PURPLEWIRE LLC|1|02 Aug 2022|Not Set
Invoices for brazer training services 2022|PR236824|Non-Catalog Item|Not Set|QUALITY - CVL|Unclassified|USD|40002758|Carrier Corporation|SEDONA STAFFING|1|02 Aug 2022|Not Set
"Chamber E21 | Serial Number: 48738 | Model Number: SE-60-6-6;Service Work Done for a Leak and Refrigerant R-508"|PR237001|Non-Catalog Item|Not Set|VALIDATION ENGINEERING|Unclassified|USD|40003012|Carrier Corporation|THERMOTRON INDUSTRIES|1|02 Aug 2022|Not Set
Contractor Prequalification Services for 2021|PR177727-V2|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|40003299|Carrier Corporation|AVETTA LLC|1|02 Aug 2022|Not Set
300 LoadRunner licenses for one month (September 2021)|PR236945|Non-Catalog Item|Not Set|DT- ERP COE|Unclassified|USD|40008472|Carrier Corporation|MICRO FOCUS LLC SUITE 400|1|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Handle-side Base.SLDPRT;Part ID: 03584CC;Measurement: 50.0mm x 25.0mm x 1.9mm | 1.97in x 0.98in x 0.07in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|1|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Stack Base.SLDPRT;Part ID: 035F727;Measurement: 50.0mm x 30.0mm x 1.9mm | 1.97in x 1.18in x 0.07in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|5|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Stack Block.SLDPRT;Part ID: 035F724;Measurement: 12.0mm x 12.0mm x 3.5mm | 0.47in x 0.47in x 0.14in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|2|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Stack Bottom.SLDPRT;Part ID: 035F726;Measurement: 31.2mm x 12.0mm x 0.5mm | 1.23in x 0.47in x 0.02in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|4|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Stack Middle.SLDPRT;Part ID: 035F725;Measurement: 31.2mm x 12.0mm x 0.5mm | 1.23in x 0.47in x 0.02in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|3|02 Aug 2022|Not Set
"QUOTE Q38-2464-7333;PO Line Item Reference: Stack Top.SLDPRT;Part ID: 035F728;Measurement: 28.8mm x 12.0mm x 0.5mm | 1.13in x 0.47in x 0.02in;Process: Sheet Cutting;Material: Stainless Steel 316;Inspection: Standard Inspection;Finishing: Standard"|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|6|02 Aug 2022|Not Set
Tax: 58.05|PR237037|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40010737|Carrier Corporation|XOMETRY INC|7|02 Aug 2022|Not Set
Electrocalorics/9217/DuPONT/ECFilms_ModuleTesting/Aritra|PR236922|Non-Catalog Item|Not Set|INNOVATION & RESEARCH|Unclassified|USD|40015620|Carrier Corporation|DUPONT SPECIALTY PRODUCTS USA LLC|1|02 Aug 2022|Not Set
Caswell-Lykins, Tracy|PR234231-V3|Non-Catalog Item|Not Set|ICP CUSTOMER SERVICE|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Davis, Tiara|PR237031|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Development Walkthrough (2022-12-16)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|4|02 Aug 2022|Not Set
F Mills August (2022-08-31)|PR236970|Non-Catalog Item|Not Set|CML HVAC eCAT|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|02 Aug 2022|Not Set
F Mills July (2022-07-31)|PR236970|Non-Catalog Item|Not Set|CML HVAC eCAT|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|02 Aug 2022|Not Set
F Mills September (2022-09-30)|PR236970|Non-Catalog Item|Not Set|CML HVAC eCAT|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Fox, Kayla|PR236950|Non-Catalog Item|Not Set|CVL - ICP ADMINISTRATION|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Go Live (2023-02-27)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|7|02 Aug 2022|Not Set
Go Live (Hypercare) (2023-03-24)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|8|02 Aug 2022|Not Set
Huff, Caira|PR236927|Non-Catalog Item|Not Set|CVL - ICP ADMINISTRATION|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Johnson, Stewart|PR237034|Non-Catalog Item|Not Set|CTD Manufacturing|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Johnson, William|PR189097-V4|Non-Catalog Item|Not Set|CHARLOTTE-NEW PROGRAMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Jones, Sameria|PR236929|Non-Catalog Item|Not Set|CVL - ICP ADMINISTRATION|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
MVP 1 (O&V) (2022-10-10)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|02 Aug 2022|Not Set
MVP 2 (BOM) (2022-11-04)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|6|02 Aug 2022|Not Set
Maxwell, Keevon|PR233811-V2|Non-Catalog Item|Not Set|ICP USA WAREHOUSE|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Month 1 (2022-07-30)|PR237016|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|02 Aug 2022|Not Set
Month 2 (2022-08-27)|PR237016|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|02 Aug 2022|Not Set
Month 3 (2022-09-24)|PR237016|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|4|02 Aug 2022|Not Set
Month 4 (2022-10-22)|PR237016|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Parvataneni, Amaresh|PR237003|Non-Catalog Item|Not Set|Foundation Projects|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Pittard, Atavious|PR237028|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Requirements Gathering (2022-08-29)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|02 Aug 2022|Not Set
Solution Design Signoff (2022-10-24)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Springfield, Lakeisha|PR236924|Non-Catalog Item|Not Set|CVL - ICP ADMINISTRATION|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Travel Expenses (2022-08-29)|PR237036|Non-Catalog Item|Not Set|ENGINEERING SYSTEMS|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|5|02 Aug 2022|Not Set
Youngblood, Jeremiah|PR237027|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|02 Aug 2022|Not Set
Tier 2 and 3 White Boards|PR236955|Non-Catalog Item|Not Set|CVL - ACE|Unclassified|USD|40015803|Carrier Corporation|SIGN MATTERS INC|1|02 Aug 2022|Not Set
Dell 17 Monitor - E1715S ;MFR. DELL|PR237042|Non-Catalog Item|Not Set|DT- Infra- Service Excellence|Unclassified|USD|40017175|Carrier Corporation|FUTURE TECH ENTERPRISE INC|1|02 Aug 2022|Not Set
CIB/WHQ CARRIER SUPPLEMENTAL SUSPENDED MAINTENANCE ANCHORAGE SYSTEM - PROJECT #S17367|PR236996|Non-Catalog Item|Not Set|WHQ CIB Facilities|Unclassified|USD|40018761|Carrier Corporation|LORAD LLC DIVERSIFIED FALL PROTECTION|1|02 Aug 2022|Not Set
LogRocket Cloud Logging Platform One-year subscription.|PR219429-V2|Non-Catalog Item|Not Set|DT-Product Software-R&D|Unclassified|USD|40019271|Carrier Corporation|LOGROCKET INC|1|02 Aug 2022|Not Set
LogRocket SaaS - 50K Web Sessions - 25 Users - 3 Month;Session Retention - 12 Month Metric Retention (Upgrade;7/28/22 - 12/22/22)|PR219429-V2|Non-Catalog Item|Not Set|DT-Product Software-R&D|Unclassified|USD|40019271|Carrier Corporation|LOGROCKET INC|2|02 Aug 2022|Not Set
Aged Inbound Trailer Storage|PR236975|Non-Catalog Item|Not Set|RECEIVING/STORES - CVL|Unclassified|USD|40019731|Carrier Corporation|MAX TRANS LLC|1|02 Aug 2022|Not Set
Expedited repair of annealer coils|PR236903|Non-Catalog Item|Not Set|RES VIRTUS-Engineering|Unclassified|USD|40019983|Carrier Corporation|TUCKER INDUCTION SYSTEMS LTD TUCKER INDUCTION SYSTEMS INC|1|02 Aug 2022|Not Set
Freight PO for transportation from Veritiv the 3rd party packaging company to the Portland warehouse.|PR237162|Non-Catalog Item|Not Set|SERVICE PREPACK|Unclassified|USD|40004314|Carrier Corporation|VERITIV OPERATING COMPANY SUITE 1700|1|03 Aug 2022|Not Set
Qt for Device Creation Professional -;Subscription 1-year|PR237045|Non-Catalog Item|Not Set|RCS CNTRLS ENG|Unclassified|USD|40014931|Carrier Corporation|THE QT COMPANY|1|03 Aug 2022|Not Set
2021 Blanket PO for Tyler Egbert - EHS Services|PR187759-V2|Non-Catalog Item|Not Set|ENVIRONMENTAL AND SA|Unclassified|USD|40002769|Carrier Corporation|EOH MANAGEMENT PARTNERS SEVENGEN|1|04 Aug 2022|Not Set
MULTIPLE PROJECTS SOFWARE - SEGGER LICENCES SUPPORT AND UPDATE FOR 2022 - SEE ATTACHED QUOTE DATED 7-11-2022 - OFFER NO 2022-4589-REV3|PR237147|Non-Catalog Item|Not Set|RCS CNTRLS ENG|Unclassified|USD|40005707|Carrier Corporation|SEGGER MICROCONTROLLER SYSTEMS LLC|1|04 Aug 2022|Not Set
Relyence FMEA Software|PR237220|Non-Catalog Item|Not Set|WHQ Quality|Unclassified|USD|40019829|Carrier Corporation|RELYENCE CORPORATION|1|04 Aug 2022|Not Set
INVOICE 7811920 - FREIGHT IN - JUNE 2022|PR237432|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
INVOICE 7811921 - FREIGHT OUT - JUNE 2022|PR237433|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
INVOICE 7812286 - ASSOCIATE CHARGEBACKS - JULY 2022|PR237438|Non-Catalog Item|Not Set|FACTORY WF|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
INVOICE 7812287 - CUSTOM FEES - JULY 2022|PR237437|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
INVOICE 7812289 - FREIGHT IN - JULY 2022|PR237435|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
INVOICE 7812290 - FREIGHT OUT - JULY 2022|PR237439|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|05 Aug 2022|Not Set
Ardrox 185L|PR229172-V4|Non-Catalog Item|Not Set|Paint - Athens|Unclassified|USD|40001258|Carrier Corporation|CHEMETALL US INC|2|05 Aug 2022|Not Set
Gardobond EPP 870 .|PR229172-V4|Non-Catalog Item|Not Set|Paint - Athens|Unclassified|USD|40001258|Carrier Corporation|CHEMETALL US INC|3|05 Aug 2022|Not Set
Gardobond EPP 872|PR229172-V4|Non-Catalog Item|Not Set|Paint - Athens|Unclassified|USD|40001258|Carrier Corporation|CHEMETALL US INC|1|05 Aug 2022|Not Set
Raw Material Surcharge|PR229172-V4|Non-Catalog Item|Not Set|Paint - Athens|Unclassified|USD|40001258|Carrier Corporation|CHEMETALL US INC|5|05 Aug 2022|Not Set
Meridian Managed Service Unified Communications Avaya|PR237399|Non-Catalog Item|Not Set|DT- Infra- Network Services|Unclassified|USD|40002218|Carrier Corporation|MERIDIAN IT INC|1|05 Aug 2022|Not Set
22/23 Annual Support for APC systems (Server AC, Primary UPS)|PR237341|Non-Catalog Item|Not Set|RES Vendor Spend|Unclassified|USD|40003089|Carrier Corporation|TWO RIVERS POWER LLC|1|05 Aug 2022|Not Set
Supplies PO for our 3rd party packaging company.|PR236063|Non-Catalog Item|Not Set|BNA Warehouse|Unclassified|USD|40004314|Carrier Corporation|VERITIV OPERATING COMPANY SUITE 1700|1|05 Aug 2022|Not Set
WATER-COOLED CHILLER LAB UPGRADES|PR237359|Non-Catalog Item|Not Set|CHARLOTTE WATER COOLED LAB|Unclassified|USD|40016208|Carrier Corporation|CUSHMAN AND WAKEFIELD FIDUCIARY INC|1|05 Aug 2022|Not Set
Precision 7820 Tower XCTO Base ;MFR. DELL|PR237407|Non-Catalog Item|Not Set|DT- Infra- Service Excellence|Unclassified|USD|40017175|Carrier Corporation|FUTURE TECH ENTERPRISE INC|1|05 Aug 2022|Not Set
72 MONTH MASTER RENTAL/LEASE AGREEMENT NUMBER: 107255 FOR ONE TOYOTA FORKLIFT MODEL # 8FBE20U (S/N:26317)|PR237580|Non-Catalog Item|Not Set|CMU LAB|Unclassified|USD|40000194|Carrier Corporation|THOMPSON AND JOHNSON EQUIPMENT CO INC BOBCAT OF CENTRAL NY|1|08 Aug 2022|Not Set
MF: Renesas Electronics (REN);UTEC #: 995-202044-1-R;Microcontroller 32 Bit RXv3 CISC 4 M-byte Flash 120MHz 2.7V to 3.6V 176-Pin LFQFP T/R|PR237427|Non-Catalog Item|Not Set|CTD|Unclassified|USD|40001033|Carrier Corporation|AVNET ELECTRONICS MARKET|1|08 Aug 2022|Not Set
LTI Zephyr Pod 2 (6 months, 5 resources)|PR237595|Non-Catalog Item|Not Set|DT-Product Software-R&D|Unclassified|USD|40002087|Carrier Corporation|LARSEN AND TOUBRO INFOTECH LIMITED EDISON SQUARE WEST|1|08 Aug 2022|Not Set
2022-3 Master Telecom - Facility Wiring|PR237348|Non-Catalog Item|Not Set|RES Vendor Spend|Unclassified|USD|40002174|Carrier Corporation|MASTER TELECOM LLC|1|08 Aug 2022|Not Set
2022 - Serrala Treasury support - Main|PR237500|Non-Catalog Item|Not Set|WHQ PROJECT OAK-TREASURY|Unclassified|USD|40015844|Carrier Corporation|SERRALA SERVICES US LLC SUITE 4110|1|08 Aug 2022|Not Set
Sales tax|PR99999-V1|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100001|08 Aug 2022|Not Set
Sales tax|PR99999-V1|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100002|08 Aug 2022|Not Set
Sales tax|PR99999-V2|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100001|08 Aug 2022|Not Set
Sales tax|PR99999-V2|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100002|08 Aug 2022|Not Set
Sales tax|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100001|08 Aug 2022|Not Set
Sales tax|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100002|08 Aug 2022|Not Set
Sales tax|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100003|08 Aug 2022|Not Set
Sales tax|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100001|08 Aug 2022|Not Set
Sales tax|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100002|08 Aug 2022|Not Set
Sales tax|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|100003|08 Aug 2022|Not Set
Test PR Line Item 3|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|3|08 Aug 2022|Not Set
Test PR Line Item 3|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|3|08 Aug 2022|Not Set
test PR|PR99999-V1|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|08 Aug 2022|Not Set
test PR|PR99999-V2|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|08 Aug 2022|Not Set
test PR|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|08 Aug 2022|Not Set
test PR|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|08 Aug 2022|Not Set
test PR_line 2|PR99999-V1|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|08 Aug 2022|Not Set
test PR_line 2|PR99999-V2|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|08 Aug 2022|Not Set
test PR_line 2|PR99999-V3|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|08 Aug 2022|Not Set
test PR_line 2|PR99999-V9|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|08 Aug 2022|Not Set
Dunn & Bradstreet services for 6-12-2022 thru 6-11-2023;D&B Direct Plus, D&B Direct Plus API Professional Services, SMS Data Services for 1 year|PR237481|Non-Catalog Item|Not Set|DT- Analytics & Automation COE|Unclassified|USD|40001512|Carrier Corporation|DUN AND BRADSTREET D AND B|1|09 Aug 2022|Not Set
SUBCON SUPPORT|PR237512|Non-Catalog Item|Not Set|WHQ PROJECT OAK-SHARED SERVICES-PAYROLL|Unclassified|USD|40002367|Carrier Corporation|NTT DATA INC|1|09 Aug 2022|Not Set
SAP additional EWM modules May 22 - May 23|PR237661|Non-Catalog Item|Not Set|INDIANAPOLIS DISTRIBUTION|Unclassified|USD|40002730|Carrier Corporation|SAP AMERICA INC|1|09 Aug 2022|Not Set
Trimble MAPS PC Miler Annual Subscription|PR237658|Non-Catalog Item|Not Set|PTAC PUBLIC WAREHOUSE|Unclassified|USD|40010106|Carrier Corporation|TRIMBLE MAPS INC|1|09 Aug 2022|Not Set
Cloud Foundations - Innovien - Certified Scrum Master|PR171104-V2|Non-Catalog Item|Not Set|DT- Global Cloud Services|Unclassified|USD|40012175|Carrier Corporation|INNOVIEN SOLUTIONS LLC|1|09 Aug 2022|Not Set
Lenel S2 security system support 2022|PR237717|Non-Catalog Item|Not Set|ICP USA WAREHOUSE|Unclassified|USD|40013849|Carrier Corporation|UTC FIRE AND SECURITY AMERICAS CORPORATION INC|1|09 Aug 2022|Not Set
Tangoe July  Invoice|PR237712|Non-Catalog Item|Not Set|DT- Infra- Network Services|Unclassified|USD|40015426|Carrier Corporation|TANGOE INC|1|09 Aug 2022|Not Set
Tangoe July  Invoice|PR237715|Non-Catalog Item|Not Set|DT- Infra- Network Services|Unclassified|USD|40015426|Carrier Corporation|TANGOE INC|1|09 Aug 2022|Not Set
Infosys Capstone 2022-2023 Purchase order|PR237672|Non-Catalog Item|Not Set|DT- COE Enablement|Unclassified|USD|40015677|Carrier Corporation|INFOSYS LIMITED HOSUR ROAD|1|09 Aug 2022|Not Set
Part#: 21030843;Kidde-Smart-Smoke-and-Carbon-Monoxide-Detector-with-Indoor-Air-Quality-Monitor-Hardwired-10-Year-Lithium-Backup-Battery|PR237751|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40016199|Carrier Corporation|BERND GROUP INC|1|09 Aug 2022|Not Set
Part#: 21031205;Kidde-Smart-Water-Leak-and-Freeze-Detector-Battery-Operated|PR237751|Non-Catalog Item|Not Set|F&S Advanced Solutions|Unclassified|USD|40016199|Carrier Corporation|BERND GROUP INC|2|09 Aug 2022|Not Set
